plate_group_id,y_number,assay,tier_id,assay_value,median_background_signal
4481,Y22322,FUVMO_sucrose,14,1.91968,0.3087
4481,Y22322,FUVMO_sucrose,14,2.23024,0.3087
4481,Y22322,FUVMO_sucrose,14,1.92784,0.3087
4481,Y22322,FUVMO_sucrose,14,2.04912,0.3087
4481,Y22322,FUVMO_sucrose,14,2.15168,0.3087
4481,Y22322,FUVMO_sucrose,14,2.1432,0.3087
4481,Y22322,FUVMO_sucrose,14,1.848,0.3087
4481,Y22322,FUVMO_sucrose,14,1.9792,0.3087
4481,Y22322,FUVMO_sucrose,14,2.09968,0.3087
4481,Y22322,FUVMO_sucrose,14,2.16096,0.3087
4481,Y22322,FUVMO_sucrose,14,2.02464,0.3087
4481,Y22322,FUVMO_sucrose,14,1.98784,0.3087
4481,Y22322,FUVMO_sucrose,14,2.18272,0.3087
4481,Y22322,FUVMO_sucrose,14,2.19456,0.3087
4481,Y22322,FUVMO_sucrose,14,2.15712,0.3087
4481,Y22322,FUVMO_sucrose,14,2.29232,0.3087
4481,Y22322,FUVMO_sucrose,14,2.1248,0.3087
4481,Y22322,FUVMO_sucrose,14,2.0248,0.3087
4481,Y22322,FUVMO_sucrose,14,2.03856,0.3087
4481,Y22322,FUVMO_sucrose,14,2.1104,0.3087
4481,Y22322,FUVMO_sucrose,14,2.10576,0.3087
4481,Y22322,FUVMO_sucrose,14,2.10608,0.3087
4481,Y22322,FUVMO_sucrose,14,2.04016,0.3087
4481,Y22322,FUVMO_sucrose,14,2.1312,0.3087
4481,Y22322,FUVMO_sucrose,14,2.09168,0.3087
4481,Y22322,FUVMO_sucrose,14,1.91488,0.3087
4542,Y22322,FUVMO_sucrose,14,2.00256,0.3087
4542,Y22322,FUVMO_sucrose,14,1.97552,0.3087
4542,Y22322,FUVMO_sucrose,14,1.96624,0.3087
4585,Y22322,FUVMO_sucrose,14,1.88592,0.3087
4580,Y22322,FUVMO_sucrose,14,1.94592,0.3087
4585,Y22322,FUVMO_sucrose,14,1.92496,0.3087
4580,Y22322,FUVMO_sucrose,14,2.028,0.3087
4580,Y22322,FUVMO_sucrose,14,1.94272,0.3087
4151,Y22322,FUVMO_sucrose,14,0.176666667,0.345
4355,Y22322,FUVMO_sucrose,14,1.97008,0.3087
4254,Y22322,FUVMO_sucrose,14,1.575066667,0.345
4254,Y22322,FUVMO_sucrose,14,1.5776,0.345
4355,Y22322,FUVMO_sucrose,14,2.12976,0.3087
4355,Y22322,FUVMO_sucrose,14,2.20528,0.3087
4355,Y22322,FUVMO_sucrose,14,2.07184,0.3087
4254,Y22322,FUVMO_sucrose,14,1.7028,0.345
4254,Y22322,FUVMO_sucrose,14,1.612533333,0.345
4151,Y22322,FUVMO_sucrose,14,1.682666667,0.345
4254,Y22322,FUVMO_sucrose,14,1.4956,0.345
4547,Y22322,FUVMO_sucrose,14,1.97152,0.3087
4547,Y22322,FUVMO_sucrose,14,2.05392,0.3087
4547,Y22322,FUVMO_sucrose,14,2.01536,0.3087
3966,Y22322,FUVMO_sucrose,14,1.8026,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8607,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8811,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8947,0.3283
3966,Y22322,FUVMO_sucrose,14,1.96,0.3283
3966,Y22322,FUVMO_sucrose,14,1.9612,0.3283
3966,Y22322,FUVMO_sucrose,14,1.9085,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8275,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8677,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8193,0.3283
3966,Y22322,FUVMO_sucrose,14,1.7463,0.3283
4055,Y22322,FUVMO_sucrose,14,1.886,0.3283
4055,Y22322,FUVMO_sucrose,14,1.9283,0.3283
4055,Y22322,FUVMO_sucrose,14,1.6769,0.3283
4055,Y22322,FUVMO_sucrose,14,1.8534,0.3283
3966,Y22322,FUVMO_sucrose,14,1.9145,0.3283
3966,Y22322,FUVMO_sucrose,14,1.8399,0.3283
4055,Y22322,FUVMO_sucrose,14,1.8113,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7834,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7502,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7682,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7776,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7691,0.3283
3966,Y22322,FUVMO_sucrose,14,1.7733,0.3283
4055,Y22322,FUVMO_sucrose,14,1.8404,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7894,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7392,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7436,0.3283
4223,Y22322,FUVMO_sucrose,14,2.186,0.345
4223,Y22322,FUVMO_sucrose,14,2.048133333,0.345
4223,Y22322,FUVMO_sucrose,14,2.3072,0.345
4223,Y22322,FUVMO_sucrose,14,1.493066667,0.345
4223,Y22322,FUVMO_sucrose,14,2.118133333,0.345
4223,Y22322,FUVMO_sucrose,14,2.404533333,0.345
4223,Y22322,FUVMO_sucrose,14,1.5368,0.3283
4324,Y22322,FUVMO_sucrose,14,1.85616,0.3087
4324,Y22322,FUVMO_sucrose,14,1.71504,0.3087
4324,Y22322,FUVMO_sucrose,14,2.10352,0.3087
4324,Y22322,FUVMO_sucrose,14,2.22432,0.3087
4324,Y22322,FUVMO_sucrose,14,2.31248,0.3087
4324,Y22322,FUVMO_sucrose,14,2.60368,0.3087
4324,Y22322,FUVMO_sucrose,14,2.4592,0.3087
4324,Y22322,FUVMO_sucrose,14,2.33376,0.3087
4324,Y22322,FUVMO_sucrose,14,2.26736,0.3087
4324,Y22322,FUVMO_sucrose,14,2.22816,0.3087
4324,Y22322,FUVMO_sucrose,14,2.22256,0.3087
4324,Y22322,FUVMO_sucrose,14,2.46624,0.3087
4324,Y22322,FUVMO_sucrose,14,2.1024,0.3087
4324,Y22322,FUVMO_sucrose,14,2.38592,0.3087
4443,Y22322,FUVMO_sucrose,14,1.3394,0.3549
4443,Y22322,FUVMO_sucrose,14,1.3095,0.3549
4443,Y22322,FUVMO_sucrose,14,1.2387,0.3549
4443,Y22322,FUVMO_sucrose,14,1.3041,0.3549
4443,Y22322,FUVMO_sucrose,14,1.4351,0.3802
4445,Y22322,FUVMO_sucrose,14,1.07728,0.3087
4445,Y22322,FUVMO_sucrose,14,1.05872,0.3087
4445,Y22322,FUVMO_sucrose,14,1.15136,0.3087
4445,Y22322,FUVMO_sucrose,14,1.00064,0.3087
4445,Y22322,FUVMO_sucrose,14,1.03296,0.3087
4585,Y22322,FUVMO_sucrose,14,1.95808,0.3087
4585,Y22322,FUVMO_sucrose,14,1.95856,0.3087
4580,Y22322,FUVMO_sucrose,14,1.9696,0.3087
4324,Y22322,FUVMO_sucrose,14,2.07936,0.3087
4324,Y22322,FUVMO_sucrose,14,2.44256,0.3087
4324,Y22322,FUVMO_sucrose,14,2.14496,0.3087
4324,Y22322,FUVMO_sucrose,14,2.2808,0.3087
4324,Y22322,FUVMO_sucrose,14,1.86608,0.3087
4324,Y22322,FUVMO_sucrose,14,1.83168,0.3087
4324,Y22322,FUVMO_sucrose,14,2.35216,0.3087
4055,Y22322,FUVMO_sucrose,14,1.8349,0.3283
4055,Y22322,FUVMO_sucrose,14,1.6838,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7908,0.3283
4055,Y22322,FUVMO_sucrose,14,1.7331,0.3283
4055,Y22322,FUVMO_sucrose,14,1.6467,0.3283
4055,Y22322,FUVMO_sucrose,14,1.8451,0.3283
4324,Y22322,FUVMO_sucrose,14,2.0928,0.3087
4324,Y22322,FUVMO_sucrose,14,1.79952,0.3087
4324,Y22322,FUVMO_sucrose,14,2.36544,0.3087
4324,Y22322,FUVMO_sucrose,14,1.78576,0.3087
3720,Y22322,FUVMO_sucrose,14,0.4333,0.3283
3720,Y22322,FUVMO_sucrose,14,0.421,0.3283
3720,Y22322,FUVMO_sucrose,14,2.0257,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1665,0.3283
3720,Y22322,FUVMO_sucrose,14,2.0812,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1249,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1316,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9912,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9834,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8589,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8423,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8432,0.3283
3838,Y22322,FUVMO_sucrose,14,2.108,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9163,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9947,0.3283
3838,Y22322,FUVMO_sucrose,14,2.0967,0.3283
3838,Y22322,FUVMO_sucrose,14,2.002,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9641,0.3283
3838,Y22322,FUVMO_sucrose,14,2.0964,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9126,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9493,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9112,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8889,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9168,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9007,0.3283
3838,Y22322,FUVMO_sucrose,14,2.1445,0.3283
3838,Y22322,FUVMO_sucrose,14,2.1527,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9561,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9376,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9471,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8344,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8092,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8469,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9255,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8303,0.3283
3989,Y22322,FUVMO_sucrose,14,1.7586,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8634,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8202,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8693,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8703,0.3283
3989,Y22322,FUVMO_sucrose,14,1.7844,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9938,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9494,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9618,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9603,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9218,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8953,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8754,0.3283
4092,Y22322,FUVMO_sucrose,14,1.9378,0.3283
4092,Y22322,FUVMO_sucrose,14,2.0342,0.3283
4092,Y22322,FUVMO_sucrose,14,1.8242,0.3283
4092,Y22322,FUVMO_sucrose,14,1.8447,0.3283
4092,Y22322,FUVMO_sucrose,14,1.9519,0.3283
4092,Y22322,FUVMO_sucrose,14,2.0066,0.3283
4092,Y22322,FUVMO_sucrose,14,1.1867,0.3283
4092,Y22322,FUVMO_sucrose,14,1.0559,0.3283
4092,Y22322,FUVMO_sucrose,14,1.5824,0.3283
4092,Y22322,FUVMO_sucrose,14,0.9062,0.3283
4092,Y22322,FUVMO_sucrose,14,1.9761,0.3283
4092,Y22322,FUVMO_sucrose,14,1.9044,0.3283
4166,Y22322,FUVMO_sucrose,14,2.040533333,0.345
4166,Y22322,FUVMO_sucrose,14,1.688266667,0.345
4166,Y22322,FUVMO_sucrose,14,2.040533333,0.345
4166,Y22322,FUVMO_sucrose,14,1.956133333,0.345
4166,Y22322,FUVMO_sucrose,14,1.7744,0.345
4166,Y22322,FUVMO_sucrose,14,1.951066667,0.345
4166,Y22322,FUVMO_sucrose,14,1.97,0.345
4166,Y22322,FUVMO_sucrose,14,2.116933333,0.345
4166,Y22322,FUVMO_sucrose,14,1.866533333,0.345
4166,Y22322,FUVMO_sucrose,14,1.953466667,0.345
4166,Y22322,FUVMO_sucrose,14,2.066133333,0.345
4166,Y22322,FUVMO_sucrose,14,1.888533333,0.345
4166,Y22322,FUVMO_sucrose,14,1.981866667,0.345
4166,Y22322,FUVMO_sucrose,14,1.790666667,0.345
4166,Y22322,FUVMO_sucrose,14,1.816933333,0.345
4550,Y22322,FUVMO_sucrose,14,1.92848,0.3087
4585,Y22322,FUVMO_sucrose,14,1.95376,0.3087
3720,Y22322,FUVMO_sucrose,14,2.2328,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1248,0.3283
4588,Y22322,FUVMO_sucrose,14,1.69136,0.3087
4542,Y22322,FUVMO_sucrose,14,2.2848,0.3087
4542,Y22322,FUVMO_sucrose,14,1.70352,0.3087
4092,Y22322,FUVMO_sucrose,14,0.9144,0.3283
4092,Y22322,FUVMO_sucrose,14,1.9332,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9052,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8153,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8194,0.3283
3989,Y22322,FUVMO_sucrose,14,2.0089,0.3283
3989,Y22322,FUVMO_sucrose,14,1.9523,0.3283
3989,Y22322,FUVMO_sucrose,14,1.6507,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8155,0.3283
3989,Y22322,FUVMO_sucrose,14,1.8991,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1312,0.3283
3720,Y22322,FUVMO_sucrose,14,1.9722,0.3283
4542,Y22322,FUVMO_sucrose,14,1.86912,0.3087
3989,Y22322,FUVMO_sucrose,14,1.887,0.3283
4092,Y22322,FUVMO_sucrose,14,1.3075,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1488,0.3283
3720,Y22322,FUVMO_sucrose,14,2.097,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1716,0.3283
3720,Y22322,FUVMO_sucrose,14,2.2007,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1605,0.3283
3720,Y22322,FUVMO_sucrose,14,2.218,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1316,0.3283
3720,Y22322,FUVMO_sucrose,14,2.0815,0.3283
3720,Y22322,FUVMO_sucrose,14,2.6795,0.3283
3720,Y22322,FUVMO_sucrose,14,2.6188,0.3283
3720,Y22322,FUVMO_sucrose,14,0.4334,0.3283
3720,Y22322,FUVMO_sucrose,14,0.4568,0.3283
3720,Y22322,FUVMO_sucrose,14,1.9392,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1108,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1231,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1968,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1114,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1805,0.3283
3720,Y22322,FUVMO_sucrose,14,2.1603,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8408,0.3283
3838,Y22322,FUVMO_sucrose,14,2.0631,0.3283
NULL,Y22322,FUVMO_sucrose,14,0.2824,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8415,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8896,0.3283
3998,Y22322,FUVMO_sucrose,14,1.7761,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8165,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8198,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8418,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8313,0.3283
3998,Y22322,FUVMO_sucrose,14,1.8382,0.3283
3998,Y22322,FUVMO_sucrose,14,1.822,0.3283
3998,Y22322,FUVMO_sucrose,14,1.7808,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6399,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6761,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6639,0.3283
4100,Y22322,FUVMO_sucrose,14,1.7077,0.3283
4100,Y22322,FUVMO_sucrose,14,1.4246,0.3283
4100,Y22322,FUVMO_sucrose,14,1.7097,0.3283
4100,Y22322,FUVMO_sucrose,14,1.778,0.3283
4100,Y22322,FUVMO_sucrose,14,0.8069,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6955,0.3283
4100,Y22322,FUVMO_sucrose,14,1.142,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6503,0.3283
4100,Y22322,FUVMO_sucrose,14,1.7086,0.3283
4100,Y22322,FUVMO_sucrose,14,1.5999,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6616,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6878,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6415,0.3283
4100,Y22322,FUVMO_sucrose,14,1.6094,0.3283
4187,Y22322,FUVMO_sucrose,14,2.218266667,0.345
4187,Y22322,FUVMO_sucrose,14,2.281066667,0.345
4187,Y22322,FUVMO_sucrose,14,1.970666667,0.345
4187,Y22322,FUVMO_sucrose,14,2.0788,0.345
4187,Y22322,FUVMO_sucrose,14,2.181466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.316133333,0.345
4187,Y22322,FUVMO_sucrose,14,1.9912,0.345
4187,Y22322,FUVMO_sucrose,14,2.1164,0.345
4187,Y22322,FUVMO_sucrose,14,2.215733333,0.345
4187,Y22322,FUVMO_sucrose,14,2.226666667,0.345
4187,Y22322,FUVMO_sucrose,14,2.112933333,0.345
4187,Y22322,FUVMO_sucrose,14,2.266933333,0.345
4187,Y22322,FUVMO_sucrose,14,2.119733333,0.345
4187,Y22322,FUVMO_sucrose,14,2.1892,0.345
4187,Y22322,FUVMO_sucrose,14,2.1744,0.345
4187,Y22322,FUVMO_sucrose,14,2.131066667,0.345
4187,Y22322,FUVMO_sucrose,14,2.094133333,0.345
4187,Y22322,FUVMO_sucrose,14,2.214133333,0.345
4187,Y22322,FUVMO_sucrose,14,2.206533333,0.345
4187,Y22322,FUVMO_sucrose,14,2.075466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.114666667,0.345
4269,Y22322,FUVMO_sucrose,14,2.80928,0.3087
4269,Y22322,FUVMO_sucrose,14,2.27936,0.3087
4269,Y22322,FUVMO_sucrose,14,2.01072,0.3087
4269,Y22322,FUVMO_sucrose,14,2.23888,0.3087
4269,Y22322,FUVMO_sucrose,14,2.22976,0.3087
4269,Y22322,FUVMO_sucrose,14,2.61328,0.3087
4269,Y22322,FUVMO_sucrose,14,2.74672,0.3087
4269,Y22322,FUVMO_sucrose,14,1.8648,0.3087
4269,Y22322,FUVMO_sucrose,14,2.48048,0.3087
4269,Y22322,FUVMO_sucrose,14,2.37152,0.3087
4269,Y22322,FUVMO_sucrose,14,2.7784,0.3087
4269,Y22322,FUVMO_sucrose,14,2.32464,0.3087
4269,Y22322,FUVMO_sucrose,14,2.11024,0.3087
4269,Y22322,FUVMO_sucrose,14,2.39424,0.3087
4269,Y22322,FUVMO_sucrose,14,2.6464,0.3087
4269,Y22322,FUVMO_sucrose,14,2.24928,0.3087
4269,Y22322,FUVMO_sucrose,14,2.79728,0.3087
4269,Y22322,FUVMO_sucrose,14,2.2451,0.3283
4269,Y22322,FUVMO_sucrose,14,2.53008,0.3087
4496,Y22322,FUVMO_sucrose,14,2.13136,0.3087
4496,Y22322,FUVMO_sucrose,14,1.97904,0.3087
4496,Y22322,FUVMO_sucrose,14,2.1984,0.3087
4496,Y22322,FUVMO_sucrose,14,2.07088,0.3087
4496,Y22322,FUVMO_sucrose,14,2.04512,0.3087
4496,Y22322,FUVMO_sucrose,14,1.94032,0.3087
4496,Y22322,FUVMO_sucrose,14,1.85248,0.3087
4496,Y22322,FUVMO_sucrose,14,1.9544,0.3087
4496,Y22322,FUVMO_sucrose,14,1.61344,0.3087
4496,Y22322,FUVMO_sucrose,14,1.77584,0.3087
4496,Y22322,FUVMO_sucrose,14,1.80896,0.3087
4496,Y22322,FUVMO_sucrose,14,1.96816,0.3087
4550,Y22322,FUVMO_sucrose,14,1.8648,0.3087
4550,Y22322,FUVMO_sucrose,14,1.92608,0.3087
4550,Y22322,FUVMO_sucrose,14,2.02848,0.3087
4585,Y22322,FUVMO_sucrose,14,1.96416,0.3087
4269,Y22322,FUVMO_sucrose,14,2.3383,0.3283
3837,Y22322,FUVMO_sucrose,14,1.9873,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0925,0.3283
3837,Y22322,FUVMO_sucrose,14,1.9741,0.3283
3837,Y22322,FUVMO_sucrose,14,2.001,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0183,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0354,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0344,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0499,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0267,0.3283
3837,Y22322,FUVMO_sucrose,14,1.9404,0.3283
3837,Y22322,FUVMO_sucrose,14,1.998,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0284,0.3283
3837,Y22322,FUVMO_sucrose,14,2.1397,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0552,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0729,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0507,0.3283
3915,Y22322,FUVMO_sucrose,14,1.8532,0.3283
3915,Y22322,FUVMO_sucrose,14,1.7794,0.3283
3915,Y22322,FUVMO_sucrose,14,1.8266,0.3283
3915,Y22322,FUVMO_sucrose,14,1.7751,0.3283
3915,Y22322,FUVMO_sucrose,14,1.8692,0.3283
3915,Y22322,FUVMO_sucrose,14,1.8519,0.3283
3915,Y22322,FUVMO_sucrose,14,1.7992,0.3283
3915,Y22322,FUVMO_sucrose,14,1.8113,0.3283
NULL,Y22322,FUVMO_sucrose,14,0.3403,0.3283
3915,Y22322,FUVMO_sucrose,14,1.829,0.3283
NULL,Y22322,FUVMO_sucrose,14,0.1513,0.3283
NULL,Y22322,FUVMO_sucrose,14,1.7026,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8446,0.3283
4103,Y22322,FUVMO_sucrose,14,1.896,0.3283
4103,Y22322,FUVMO_sucrose,14,1.3461,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7004,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8043,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7963,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7181,0.3283
4103,Y22322,FUVMO_sucrose,14,1.6518,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7007,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8268,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7494,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7329,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7357,0.3283
4103,Y22322,FUVMO_sucrose,14,1.709,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8097,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7718,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7783,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7516,0.3283
4103,Y22322,FUVMO_sucrose,14,1.4833,0.3283
4103,Y22322,FUVMO_sucrose,14,1.4626,0.3283
4103,Y22322,FUVMO_sucrose,14,1.7891,0.3283
4103,Y22322,FUVMO_sucrose,14,1.769,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8175,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8124,0.3283
4103,Y22322,FUVMO_sucrose,14,1.8137,0.3283
4191,Y22322,FUVMO_sucrose,14,2.1284,0.345
4191,Y22322,FUVMO_sucrose,14,2.189333333,0.345
4191,Y22322,FUVMO_sucrose,14,2.028,0.345
4191,Y22322,FUVMO_sucrose,14,1.9948,0.345
4191,Y22322,FUVMO_sucrose,14,1.792,0.345
4191,Y22322,FUVMO_sucrose,14,1.741066667,0.345
4187,Y22322,FUVMO_sucrose,14,2.124,0.345
4187,Y22322,FUVMO_sucrose,14,2.1384,0.345
4187,Y22322,FUVMO_sucrose,14,2.234133333,0.345
4187,Y22322,FUVMO_sucrose,14,2.119466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.0292,0.345
4187,Y22322,FUVMO_sucrose,14,2.1664,0.345
4187,Y22322,FUVMO_sucrose,14,2.218266667,0.345
4187,Y22322,FUVMO_sucrose,14,2.0796,0.345
4187,Y22322,FUVMO_sucrose,14,2.303466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.185466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.3112,0.345
4187,Y22322,FUVMO_sucrose,14,2.116,0.345
4187,Y22322,FUVMO_sucrose,14,2.189333333,0.345
4187,Y22322,FUVMO_sucrose,14,1.9684,0.345
4187,Y22322,FUVMO_sucrose,14,2.005066667,0.345
4187,Y22322,FUVMO_sucrose,14,2.217466667,0.345
4187,Y22322,FUVMO_sucrose,14,2.0916,0.345
4187,Y22322,FUVMO_sucrose,14,2.104266667,0.345
4187,Y22322,FUVMO_sucrose,14,2.368,0.345
4191,Y22322,FUVMO_sucrose,14,1.988266667,0.345
4269,Y22322,FUVMO_sucrose,14,2.51776,0.3087
4269,Y22322,FUVMO_sucrose,14,2.58752,0.3087
4269,Y22322,FUVMO_sucrose,14,2.73536,0.3087
4269,Y22322,FUVMO_sucrose,14,2.4688,0.3087
4269,Y22322,FUVMO_sucrose,14,2.432,0.3087
4269,Y22322,FUVMO_sucrose,14,2.3052,0.3283
4269,Y22322,FUVMO_sucrose,14,2.4871,0.3283
4269,Y22322,FUVMO_sucrose,14,2.4762,0.3283
4375,Y22322,FUVMO_sucrose,14,2.10816,0.3087
4375,Y22322,FUVMO_sucrose,14,2.02144,0.3087
4543,Y22322,FUVMO_sucrose,14,1.50624,0.3087
4543,Y22322,FUVMO_sucrose,14,1.48352,0.3087
4543,Y22322,FUVMO_sucrose,14,1.91792,0.3087
4543,Y22322,FUVMO_sucrose,14,1.52608,0.3087
4543,Y22322,FUVMO_sucrose,14,1.92,0.3087
4543,Y22322,FUVMO_sucrose,14,1.98704,0.3087
4543,Y22322,FUVMO_sucrose,14,1.89936,0.3087
4550,Y22322,FUVMO_sucrose,14,1.99168,0.3087
4585,Y22322,FUVMO_sucrose,14,1.95344,0.3087
4580,Y22322,FUVMO_sucrose,14,1.92496,0.3087
3837,Y22322,FUVMO_sucrose,14,2.0647,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0464,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0108,0.3283
3837,Y22322,FUVMO_sucrose,14,1.9468,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0033,0.3283
3837,Y22322,FUVMO_sucrose,14,2.061,0.3283
3837,Y22322,FUVMO_sucrose,14,1.9944,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0199,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0943,0.3283
3837,Y22322,FUVMO_sucrose,14,2.1059,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0379,0.3283
3837,Y22322,FUVMO_sucrose,14,2.1712,0.3283
3837,Y22322,FUVMO_sucrose,14,2.0001,0.3283
3837,Y22322,FUVMO_sucrose,14,2.059,0.3283
3838,Y22322,FUVMO_sucrose,14,2.0634,0.3283
3838,Y22322,FUVMO_sucrose,14,2.1077,0.3283
3838,Y22322,FUVMO_sucrose,14,1.8495,0.3283
3838,Y22322,FUVMO_sucrose,14,1.9696,0.3283
3925,Y22322,FUVMO_sucrose,14,1.8299,0.3283
3925,Y22322,FUVMO_sucrose,14,1.8121,0.3283
3925,Y22322,FUVMO_sucrose,14,1.86,0.3283
3925,Y22322,FUVMO_sucrose,14,1.8964,0.3283
3925,Y22322,FUVMO_sucrose,14,1.8445,0.3283
